counter,ax,ay,az,gx,gy,gz
231915,-0.780623053125,0.437998994375,0.1853373925,-15.098571778125,56.3354492225,48.71368408125
231918,-0.93809375625,0.31666110375,0.160679189375,-7.80487060625,71.807861331875,14.65606689375
231921,-1.033064459375,0.278331025625,0.138218251875,8.094787596875,74.035644535,-40.5807495125
231924,-1.116560553125,0.311534150625,0.161167470625,25.0930786125,55.17578125375,-60.53924560625
231927,-0.93565235,0.460459931875,0.152866689375,16.517639159375,34.149169925625,-35.789489746875
231930,-0.984236334375,0.392100556875,0.156284658125,-12.718200684375,28.350830081875,-8.78143310625
231933,-0.985212896875,0.430186494375,0.166050283125,-19.920349121875,21.301269535,-51.353454590625
231936,-1.0850664125,0.51050876,0.16873583,-38.841247559375,1.281738285,-64.292907715625
231939,-0.9795976625,0.6150009475,0.18094286125,-70.579528809375,-15.106201168125,-97.77069091875
231942,-1.0889726625,0.373057588125,0.129917470625,-114.67742920000002,-33.14208984,-84.95330810625
231945,-1.057478521875,0.4021103225,0.232456533125,-129.75311279375,-44.891357418125,-114.524841309375
231948,-1.196638678125,0.391612275625,0.27957567375000003,-138.78631591875,-76.019287105625,-212.059020996875
231951,-0.964949225,0.34107516625,0.23758348625,-157.737731934375,-108.612060543125,-220.08514404375
231954,-1.012556646875,-0.106922880625,0.168003408125,-109.519958496875,-111.1450195275,-195.30487060625
231957,-1.1299882875,-0.03880764625,0.25320848625000003,-60.9664917,-133.453369136875,-176.475524903125
231960,-0.980818365625,0.39478610375,0.34988817375000003,-86.753845215625,-174.407958980625,-77.62908935625
231963,-0.772322271875,0.205088838125,0.20828661125,-115.59295654375,-182.525634761875,34.706115721875
231966,-0.6583085999999999,-0.105458036875,0.171909658125,-96.9772338875,-151.214599605625,86.738586425
231969,-0.64512500625,-0.220692411875,0.184116689375,-38.01727295,-115.875244136875,87.77618408125
231972,-0.757673834375,-0.114735380625,0.21951708,5.775451659375,-77.331542965,74.745178221875
231975,-0.8370195375,0.0915634475,0.32767137687500003,9.52911376875,-47.11914062125,44.960021971875
231978,-0.86533985,0.145030244375,0.35501512687500003,-1.914978028125,-44.55566405875,4.615783690625
231981,-1.091658209375,0.3083603225,0.396030751875,-28.80096435625,-77.39257812125,-16.47186279375
231984,-1.143416021875,0.352061494375,0.47342333,-69.480895996875,-137.237548824375,-24.559020996875
231987,-0.8018632875,0.120616181875,0.28201708000000003,-86.814880371875,-111.022949215,-41.343688965625
231990,-0.745466803125,0.17505954125,0.3865092675,-88.523864746875,-49.31640624625,-37.559509278125
231993,-0.98008594375,0.251963838125,0.577671376875,-98.045349121875,-45.593261715,-27.488708496875
231996,-0.9366289125,0.183116181875,0.477085439375,-117.576599121875,-58.746337886875,-23.155212403125
231999,-0.88828906875,0.1150009475,0.43680223625,-139.823913575,-57.00683593375,-67.25311279375
232002,-0.798689459375,0.043956025625,0.46219286125,-146.59881591875,-22.796630855625,-100.3952026375
232005,-0.842634771875,-0.006336943125,0.463901845625,-134.422302246875,4.2419433631249985,-67.527770996875
232008,-0.84141406875,-0.080067411875,0.451694814375,-102.989196778125,19.866943363125,-20.50018310625
232011,-0.743513678125,-0.116200224375,0.44607958,-73.417663575,34.698486331875,4.40216064375
232014,-0.72715625625,-0.108876005625,0.410190908125,-54.1305542,46.966552738125,6.935119628125
232017,-0.743025396875,-0.12474514625,0.4470561425,-34.690856934375,60.11962891,21.4309692375
232020,-0.8506914125,-0.1486709275,0.419956533125,-8.567810059375,70.953369144375,16.12091064375
232023,-0.900251959375,-0.103504911875,0.450718251875,9.9563598625,69.39697266,10.87188720625
232026,-0.898787115625,-0.057606474375,0.484897939375,22.46856689375,44.49462891,2.7236938468750003
232029,-1.060408209375,-0.014149443125,0.50076708,26.98516845625,36.468505863125,-7.225036621875
232032,-1.01133594375,0.006846650625,0.51688036125,29.18243408125,-1.83105468375,-8.72039795
232035,-0.953230475,0.060069306875,0.478550283125,11.390686034375,-9.21630859,1.136779784375
232038,-0.962751959375,0.043467744375,0.437534658125,11.84844970625,2.166748050625,3.883361815625
232041,-0.972517584375,0.08228610375,0.435581533125,4.554748534375,4.4860839881249985,13.648986815625
232044,-0.879255865625,0.25220797875,0.420444814375,-45.2194213875,2.258300785,-19.920349121875
232047,-0.745466803125,0.384776338125,0.385288564375,-130.516052246875,31.066894535,-70.762634278125
232050,-0.768904303125,0.1989853225,0.377476064375,-195.213317871875,54.44335937875,-96.2448120125
232053,-0.843123053125,-0.086903349375,0.37430223625,-201.622009278125,51.2084960975,-97.496032715625
232056,-0.941755865625,-0.267079130625,0.31155809562500003,-171.62322998125,36.3159179725,-59.44061279375
232059,-1.1192461,-0.34495999,0.391147939375,-119.834899903125,-2.593994136875,-1.640319825
232062,-1.003767584375,-0.370350615,0.35403856437500003,-53.672790528125,-34.088134761875,31.044006346875
232065,-0.937361334375,-0.255360380625,0.43582567375,-7.3776245125,-27.83203124625,24.9710083
232068,-0.938337896875,-0.1564834275,0.467808095625,-4.112243653125,-12.390136715,-0.35858154374999995
232071,-1.11192188125,-0.186756865,0.471714345625,5.86700439375,-30.548095699375,2.5711059562500003
232074,-0.94981250625,-0.245106474375,0.390659658125,36.903381346875,-28.594970699375,46.974182128125
232077,-0.71348438125,-0.22533108375,0.26907762687500003,71.8460083,50.079345706875,53.993225096875
232080,-0.580427740625,-0.062001005625,0.19998583,63.6672973625,132.049560550625,23.20098876875
232083,-0.342146490625,0.20435641625,0.193882314375,10.50567626875,214.7827148475,-2.037048340625
232086,-0.76719531875,0.0446884475,0.401890126875,-47.23358154375,254.730224613125,-37.620544434375
232089,-0.912458990625,-0.011708036875,0.33963426750000003,-64.0182495125,221.984863285,-51.658630371875
232092,-0.77793750625,-0.008045927500000001,0.139194814375,-77.75115966875,226.593017581875,-30.357360840625
232095,-1.17442188125,-0.077137724375,0.213657705,-82.5729370125,223.3276367225,-20.164489746875
232098,-1.4229570375,-0.16136624,0.225620595625,-72.6852417,151.397705081875,36.537170409375
232101,-1.472517584375,-0.36693264625,0.224644033125,-23.36883545,79.5288085975,18.959045409375
232104,-1.413435553125,-0.174793974375,0.1736186425,2.9678344718750003,9.52148437875,-16.990661621875
232107,-1.479353521875,-0.029774443125,0.29300340812500003,-4.112243653125,-74.859619136875,17.0364379875
232110,-1.35703906875,-0.026600615,0.30154833000000003,-21.995544434375,-156.951904293125,12.82501220625
232113,-1.13096485,-0.081043974375,0.174839345625,-26.6647338875,-196.71630859,-15.647888184375
232116,-1.01426563125,-0.15111233375,0.2263530175,-4.966735840625,-209.442138668125,-42.35076904375
232119,-0.893904303125,-0.119129911875,0.30862840812500003,9.254455565625,-232.269287105625,-17.967224121875
232122,-0.668318365625,-0.072254911875,0.229526845625,14.90020751875,-223.57177734,-18.394470215625
232125,-0.294783209375,0.1325790725,0.095249501875,-23.2467651375,-159.2407226525,-21.9039917
232128,-0.29356250625,0.0173446975,0.167515126875,-70.91522216875,-22.613525386875,-41.526794434375
232131,-0.80625781875,-0.20482327125,0.34598192375000003,-68.199157715625,7.9040527381249985,-78.636169434375
232134,-1.1378007875,-0.28245999,0.374546376875,-40.733337403125,-44.4946289025,-39.634704590625
232137,-1.218855475,-0.2443740525,0.34402879875000003,-18.66912841875,-89.996337886875,35.77423095625
232140,-1.14024219375,-0.3830459275,0.39285692375,37.0559692375,-150.4516601525,33.08868408125
232143,-0.77940235,-0.26634670875,0.25735887687500003,55.91583251875,-101.8676757775,19.203186034375
232146,-0.95908985,-0.314930693125,0.42996629875,80.360412596875,-66.7114257775,-11.34490966875
232149,-0.930525396875,-0.1955459275,0.49344286125,101.844787596875,-97.625732418125,-3.89862060625
